Job Title, Zip Code, Number of Jobs
2018-07-16,software+engineer,"37881",9
2018-07-16,software+engineer,"35220",364
2018-07-16,software+engineer,"11251",12760
2018-07-16,software+engineer,"89310",2
2018-07-16,software+engineer,"85614",77
2018-07-16,software+engineer,"60448",957
2018-07-16,software+engineer,"54558",2
2018-07-16,software+engineer,"13658",4
2018-07-16,software+engineer,"39180",21
2018-07-16,software+engineer,"82010",40
2018-07-16,software+engineer,"16155",75
2018-07-16,software+engineer,"34288",9
2018-07-16,software+engineer,"88112",12
2018-07-16,software+engineer,"85617",12
2018-07-16,software+engineer,"14858",108
2018-07-16,software+engineer,"35221",363
2018-07-16,software+engineer,"17350",186
2018-07-16,software+engineer,"33924",103
2018-07-16,software+engineer,"35487",28
2018-07-16,software+engineer,"07503",13185
2018-07-16,software+engineer,"60447",404
2018-07-16,software+engineer,"13659",11
2018-07-16,software+engineer,"54557",1
2018-07-16,software+engineer,"62840",16
2018-07-16,software+engineer,"36420",4
2018-07-16,software+engineer,"34289",10
2018-07-16,software+engineer,"80977",746
2018-07-16,software+engineer,"85616",264
2018-07-16,software+engineer,"14857",69
2018-07-16,software+engineer,"43773",4
2018-07-16,software+engineer,"35222",364
2018-07-16,software+engineer,"07504",13140
2018-07-16,software+engineer,"61643",118
2018-07-16,software+engineer,"26838",34
2018-07-16,software+engineer,"32728",1044
2018-07-16,software+engineer,"54556",3
2018-07-16,software+engineer,"36685",95
2018-07-16,software+engineer,"16153",37
2018-07-16,software+engineer,"60446",1063
2018-07-16,software+engineer,"08701",331
2018-07-16,software+engineer,"62841",16
2018-07-16,software+engineer,"91767",1654
2018-07-16,software+engineer,"91501",5830
2018-07-16,software+engineer,"28135",22
2018-07-16,software+engineer,"38827",5
2018-07-16,software+engineer,"03803",199
2018-07-16,software+engineer,"20742",19658
2018-07-16,software+engineer,"07763",1538
2018-07-16,software+engineer,"95461",78
2018-07-16,software+engineer,"78522",10
2018-07-16,software+engineer,"93064",1881
2018-07-16,software+engineer,"52158",2
2018-07-16,software+engineer,"90302",6198
2018-07-16,software+engineer,"54555",3
2018-07-16,software+engineer,"47471",138
2018-07-16,software+engineer,"29334",348
2018-07-16,software+engineer,"43510",60
2018-07-16,software+engineer,"79721",6
2018-07-16,software+engineer,"94263",955
2018-07-16,software+engineer,"36429",10
2018-07-16,software+engineer,"91766",1963
2018-07-16,software+engineer,"38828",8
2018-07-16,software+engineer,"74827",5
2018-07-16,software+engineer,"77325",2256
2018-07-16,software+engineer,"28136",22
2018-07-16,software+engineer,"03802",195
2018-07-16,software+engineer,"44710",195
2018-07-16,software+engineer,"20741",19476
2018-07-16,software+engineer,"07764",439
2018-07-16,software+engineer,"95462",91
2018-07-16,software+engineer,"93063",1907
2018-07-16,software+engineer,"76124",4351
2018-07-16,software+engineer,"52159",1
2018-07-16,software+engineer,"78789",4344
2018-07-16,software+engineer,"90303",6327
2018-07-16,software+engineer,"78523",10
2018-07-16,software+engineer,"41114",13
2018-07-16,software+engineer,"47470",92
2018-07-16,software+engineer,"54554",3
2018-07-16,software+engineer,"29333",140
2018-07-16,software+engineer,"79720",6
2018-07-16,software+engineer,"50859",1
2018-07-16,software+engineer,"74826",5
2018-07-16,software+engineer,"77326",3
2018-07-16,software+engineer,"72429",11
2018-07-16,software+engineer,"38825",7
2018-07-16,software+engineer,"91769",1802
2018-07-16,software+engineer,"91503",5904
2018-07-16,software+engineer,"28137",29
2018-07-16,software+engineer,"07765",1517
2018-07-16,software+engineer,"22041",17512
2018-07-16,software+engineer,"03801",199
2018-07-16,software+engineer,"76123",1023
2018-07-16,software+engineer,"20744",13695
2018-07-16,software+engineer,"90304",6122
2018-07-16,software+engineer,"76389",3
2018-07-16,software+engineer,"43778",2
2018-07-16,software+engineer,"52156",1
2018-07-16,software+engineer,"93066",571
2018-07-16,software+engineer,"73627",4
2018-07-16,software+engineer,"29336",343
2018-07-16,software+engineer,"49870",9
2018-07-16,software+engineer,"92701",3370
2018-07-16,software+engineer,"43512",14
2018-07-16,software+engineer,"94261",954
2018-07-16,software+engineer,"77327",8
2018-07-16,software+engineer,"74825",5
2018-07-16,software+engineer,"22040",17317
2018-07-16,software+engineer,"05363",8
2018-07-16,software+engineer,"91502",5909
2018-07-16,software+engineer,"28138",173
2018-07-16,software+engineer,"91768",1689
2018-07-16,software+engineer,"38826",8
2018-07-16,software+engineer,"20743",17843
2018-07-16,software+engineer,"95460",3
2018-07-16,software+engineer,"54552",3
2018-07-16,software+engineer,"76122",2327
2018-07-16,software+engineer,"76388",1
2018-07-16,software+engineer,"52157",2
2018-07-16,software+engineer,"93065",1305
2018-07-16,software+engineer,"73628",1
2018-07-16,software+engineer,"43777",9
2018-07-16,software+engineer,"90305",6259
2018-07-16,software+engineer,"29335",116
2018-07-16,software+engineer,"43511",67
2018-07-16,software+engineer,"49871",4
2018-07-16,software+engineer,"12450",16
2018-07-16,software+engineer,"94262",955
2018-07-16,software+engineer,"28139",36
2018-07-16,software+engineer,"36426",3
2018-07-16,software+engineer,"50857",4
2018-07-16,software+engineer,"83210",33
2018-07-16,software+engineer,"93060",349
2018-07-16,software+engineer,"91763",1218
2018-07-16,software+engineer,"52154",9
2018-07-16,software+engineer,"29338",341
2018-07-16,software+engineer,"46277",930
2018-07-16,software+engineer,"76129",1427
2018-07-16,software+engineer,"60441",1121
2018-07-16,software+engineer,"77320",7
2018-07-16,software+engineer,"12451",41
2018-07-16,software+engineer,"77586",2131
2018-07-16,software+engineer,"83211",33
2018-07-16,software+engineer,"38824",7
2018-07-16,software+engineer,"07760",8168
2018-07-16,software+engineer,"50858",4
2018-07-16,software+engineer,"46011",246
2018-07-16,software+engineer,"54550",2
2018-07-16,software+engineer,"13650",6
2018-07-16,software+engineer,"44714",211
2018-07-16,software+engineer,"52155",1
2018-07-16,software+engineer,"78785",4343
2018-07-16,software+engineer,"91762",1252
2018-07-16,software+engineer,"39189",8
2018-07-16,software+engineer,"43779",4
2018-07-16,software+engineer,"35228",364
2018-07-16,software+engineer,"60440",4551
2018-07-16,software+engineer,"36425",3
2018-07-16,software+engineer,"12452",6
2018-07-16,software+engineer,"77587",2651
2018-07-16,software+engineer,"77588",2512
2018-07-16,software+engineer,"69039",3
2018-07-16,software+engineer,"91765",5071
2018-07-16,software+engineer,"83212",26
2018-07-16,software+engineer,"44711",211
2018-07-16,software+engineer,"20740",19462
2018-07-16,software+engineer,"13651",6
2018-07-16,software+engineer,"78520",10
2018-07-16,software+engineer,"03805",179
2018-07-16,software+engineer,"93062",1377
2018-07-16,software+engineer,"35229",367
2018-07-16,software+engineer,"76127",1208
2018-07-16,software+engineer,"46275",930
2018-07-16,software+engineer,"38821",7
2018-07-16,software+engineer,"12453",20
2018-07-16,software+engineer,"14850",102
2018-07-16,software+engineer,"43516",39
2018-07-16,software+engineer,"69038",3
2018-07-16,software+engineer,"83213",2
2018-07-16,software+engineer,"36427",3
2018-07-16,software+engineer,"91764",1026
2018-07-16,software+engineer,"07762",289
2018-07-16,software+engineer,"74829",1
2018-07-16,software+engineer,"48670",102
2018-07-16,software+engineer,"05101",53
2018-07-16,software+engineer,"13652",4
2018-07-16,software+engineer,"78521",10
2018-07-16,software+engineer,"03804",194
2018-07-16,software+engineer,"68939",1
2018-07-16,software+engineer,"93061",356
2018-07-16,software+engineer,"76126",688
2018-07-16,software+engineer,"90301",6190
2018-07-16,software+engineer,"37625",43
2018-07-16,software+engineer,"46274",920
2018-07-16,software+engineer,"12454",19
2018-07-16,software+engineer,"43515",115
2018-07-16,software+engineer,"20738",19436
2018-07-16,software+engineer,"75185",4782
2018-07-16,software+engineer,"02862",732
2018-07-16,software+engineer,"94259",953
2018-07-16,software+engineer,"24432",16
2018-07-16,software+engineer,"50853",3
2018-07-16,software+engineer,"78780",4336
2018-07-16,software+engineer,"44705",203
2018-07-16,software+engineer,"74820",6
2018-07-16,software+engineer,"28393",6
2018-07-16,software+engineer,"22035",16940
2018-07-16,software+engineer,"95457",3
2018-07-16,software+engineer,"31791",25
2018-07-16,software+engineer,"47201",144
2018-07-16,software+engineer,"77582",12
2018-07-16,software+engineer,"47467",132
2018-07-16,software+engineer,"49864",2
2018-07-16,software+engineer,"23234",933
2018-07-16,software+engineer,"43506",16
2018-07-16,software+engineer,"29592",39
2018-07-16,software+engineer,"44706",190
2018-07-16,software+engineer,"68949",10
2018-07-16,software+engineer,"20737",18298
2018-07-16,software+engineer,"02863",775
2018-07-16,software+engineer,"52151",2
2018-07-16,software+engineer,"78781",4240
2018-07-16,software+engineer,"24433",1
2018-07-16,software+engineer,"50854",1
2018-07-16,software+engineer,"72424",1
2018-07-16,software+engineer,"22034",17181
2018-07-16,software+engineer,"28394",174
2018-07-16,software+engineer,"95458",2
2018-07-16,software+engineer,"46268",925
2018-07-16,software+engineer,"31790",4
2018-07-16,software+engineer,"71223",3
2018-07-16,software+engineer,"77583",2352
2018-07-16,software+engineer,"73622",2
2018-07-16,software+engineer,"29591",33
2018-07-16,software+engineer,"33090",108
2018-07-16,software+engineer,"23235",934
2018-07-16,software+engineer,"25630",4
2018-07-16,software+engineer,"43505",12
2018-07-16,software+engineer,"49865",4
2018-07-16,software+engineer,"68948",1
2018-07-16,software+engineer,"45068",1022
2018-07-16,software+engineer,"72687",15
2018-07-16,software+engineer,"02860",693
2018-07-16,software+engineer,"99154",94
2018-07-16,software+engineer,"94257",954
2018-07-16,software+engineer,"50851",1
2018-07-16,software+engineer,"28395",150
2018-07-16,software+engineer,"72421",11
2018-07-16,software+engineer,"48663",102
2018-07-16,software+engineer,"44703",199
2018-07-16,software+engineer,"22037",17190
2018-07-16,software+engineer,"24430",24
2018-07-16,software+engineer,"71226",19
2018-07-16,software+engineer,"67749",1
2018-07-16,software+engineer,"23232",931
2018-07-16,software+engineer,"29594",10
2018-07-16,software+engineer,"55760",1
2018-07-16,software+engineer,"47465",95
2018-07-16,software+engineer,"49866",4
2018-07-16,software+engineer,"77584",2553
2018-07-16,software+engineer,"99155",1
2018-07-16,software+engineer,"45069",1277
2018-07-16,software+engineer,"68947",1
2018-07-16,software+engineer,"02861",738
2018-07-16,software+engineer,"69046",1
2018-07-16,software+engineer,"94258",954
2018-07-16,software+engineer,"75182",4353
2018-07-16,software+engineer,"76380",4
2018-07-16,software+engineer,"48662",136
2018-07-16,software+engineer,"28396",29
2018-07-16,software+engineer,"46001",40
2018-07-16,software+engineer,"72422",3
2018-07-16,software+engineer,"22036",17181
2018-07-16,software+engineer,"78783",4337
2018-07-16,software+engineer,"28130",1874
2018-07-16,software+engineer,"44704",193
2018-07-16,software+engineer,"24431",266
2018-07-16,software+engineer,"95456",3
2018-07-16,software+engineer,"71225",20
2018-07-16,software+engineer,"34290",19
2018-07-16,software+engineer,"46266",930
2018-07-16,software+engineer,"79980",96
2018-07-16,software+engineer,"73620",2
2018-07-16,software+engineer,"47464",57
2018-07-16,software+engineer,"33092",633
2018-07-16,software+engineer,"77585",3
2018-07-16,software+engineer,"27198",398
2018-07-16,software+engineer,"49601",5
2018-07-16,software+engineer,"29593",41
2018-07-16,software+engineer,"23233",907
2018-07-16,software+engineer,"99156",39
2018-07-16,software+engineer,"75189",1267
2018-07-16,software+engineer,"66549",14
2018-07-16,software+engineer,"72427",11
2018-07-16,software+engineer,"44709",213
2018-07-16,software+engineer,"68946",1
2018-07-16,software+engineer,"74824",7
2018-07-16,software+engineer,"05362",47
2018-07-16,software+engineer,"91759",456
2018-07-16,software+engineer,"30330",4354
2018-07-16,software+engineer,"31795",6
2018-07-16,software+engineer,"22031",17182
2018-07-16,software+engineer,"76121",1129
2018-07-16,software+engineer,"67747",2
2018-07-16,software+engineer,"73625",2
2018-07-16,software+engineer,"95453",1
2018-07-16,software+engineer,"97850",2
2018-07-16,software+engineer,"23230",922
2018-07-16,software+engineer,"29330",123
2018-07-16,software+engineer,"29596",3
2018-07-16,software+engineer,"27199",267
2018-07-16,software+engineer,"94256",955
2018-07-16,software+engineer,"72428",2
2018-07-16,software+engineer,"05361",10
2018-07-16,software+engineer,"68945",16
2018-07-16,software+engineer,"91758",1142
2018-07-16,software+engineer,"30331",4221
2018-07-16,software+engineer,"76120",4540
2018-07-16,software+engineer,"22030",16946
2018-07-16,software+engineer,"28398",6
2018-07-16,software+engineer,"20733",1930
2018-07-16,software+engineer,"67748",2
2018-07-16,software+engineer,"73626",2
2018-07-16,software+engineer,"95454",3
2018-07-16,software+engineer,"30597",27
2018-07-16,software+engineer,"31794",5
2018-07-16,software+engineer,"65349",48
2018-07-16,software+engineer,"02601",44
2018-07-16,software+engineer,"55763",3
2018-07-16,software+engineer,"23231",931
2018-07-16,software+engineer,"49861",6
2018-07-16,software+engineer,"71227",19
2018-07-16,software+engineer,"44707",189
2018-07-16,software+engineer,"38829",10
2018-07-16,software+engineer,"99158",1
2018-07-16,software+engineer,"75187",4772
2018-07-16,software+engineer,"05360",9
2018-07-16,software+engineer,"68944",12
2018-07-16,software+engineer,"28399",56
2018-07-16,software+engineer,"55764",4
2018-07-16,software+engineer,"02864",757
2018-07-16,software+engineer,"66547",14
2018-07-16,software+engineer,"22033",16581
2018-07-16,software+engineer,"95451",3
2018-07-16,software+engineer,"28133",32
2018-07-16,software+engineer,"76385",9
2018-07-16,software+engineer,"20736",1192
2018-07-16,software+engineer,"48401",1
2018-07-16,software+engineer,"72425",12
2018-07-16,software+engineer,"48667",101
2018-07-16,software+engineer,"29598",11
2018-07-16,software+engineer,"31793",5
2018-07-16,software+engineer,"57062",5
2018-07-16,software+engineer,"49862",5
2018-07-16,software+engineer,"29332",19
2018-07-16,software+engineer,"77580",113
2018-07-16,software+engineer,"47203",149
2018-07-16,software+engineer,"47469",6
2018-07-16,software+engineer,"66548",1
2018-07-16,software+engineer,"72426",2
2018-07-16,software+engineer,"94254",954
2018-07-16,software+engineer,"44708",206
2018-07-16,software+engineer,"55765",3
2018-07-16,software+engineer,"68943",3
2018-07-16,software+engineer,"22032",16771
2018-07-16,software+engineer,"69042",1
2018-07-16,software+engineer,"28134",1761
2018-07-16,software+engineer,"76384",8
2018-07-16,software+engineer,"20735",11481
2018-07-16,software+engineer,"74821",6
2018-07-16,software+engineer,"95452",207
2018-07-16,software+engineer,"31792",5
2018-07-16,software+engineer,"02865",763
2018-07-16,software+engineer,"77581",2529
2018-07-16,software+engineer,"57061",15
2018-07-16,software+engineer,"49863",13
2018-07-16,software+engineer,"29597",11
2018-07-16,software+engineer,"29331",99
2018-07-16,software+engineer,"99159",6
2018-07-16,software+engineer,"71229",15
2018-07-16,software+engineer,"47202",146
2018-07-16,software+engineer,"73624",6
2018-07-16,software+engineer,"47468",62
2018-07-16,software+engineer,"64148",1289
2018-07-16,software+engineer,"88115",2
2018-07-16,software+engineer,"25639",11
2018-07-16,software+engineer,"55766",2
2018-07-16,software+engineer,"80722",2
2018-07-16,software+engineer,"85619",494
2018-07-16,software+engineer,"37890",11
2018-07-16,software+engineer,"17356",214
2018-07-16,software+engineer,"68942",1
2018-07-16,software+engineer,"69041",1
2018-07-16,software+engineer,"33930",83
2018-07-16,software+engineer,"31533",1
2018-07-16,software+engineer,"31799",5
2018-07-16,software+engineer,"67743",2
2018-07-16,software+engineer,"33097",1065
2018-07-16,software+engineer,"34295",8
2018-07-16,software+engineer,"57064",97
2018-07-16,software+engineer,"30334",5122
2018-07-16,software+engineer,"88116",2
2018-07-16,software+engineer,"14859",172
2018-07-16,software+engineer,"64147",1277
2018-07-16,software+engineer,"85618",36
2018-07-16,software+engineer,"55767",2
2018-07-16,software+engineer,"25638",11
2018-07-16,software+engineer,"66546",49
2018-07-16,software+engineer,"80721",2
2018-07-16,software+engineer,"72682",10
2018-07-16,software+engineer,"31532",3
2018-07-16,software+engineer,"33931",186
2018-07-16,software+engineer,"58261",1
2018-07-16,software+engineer,"31798",2
2018-07-16,software+engineer,"89314",1
2018-07-16,software+engineer,"65345",7
2018-07-16,software+engineer,"26836",3
2018-07-16,software+engineer,"36691",97
2018-07-16,software+engineer,"16159",67
2018-07-16,software+engineer,"56965",20215
2018-07-16,software+engineer,"68941",1
2018-07-16,software+engineer,"32730",1409
2018-07-16,software+engineer,"57063",5
2018-07-16,software+engineer,"55768",6
2018-07-16,software+engineer,"80720",2
2018-07-16,software+engineer,"25637",11
2018-07-16,software+engineer,"17354",122
2018-07-16,software+engineer,"33932",186
2018-07-16,software+engineer,"37892",6
2018-07-16,software+engineer,"67741",1
2018-07-16,software+engineer,"65348",2
2018-07-16,software+engineer,"57066",4
2018-07-16,software+engineer,"10060",13155
2018-07-16,software+engineer,"30598",31
2018-07-16,software+engineer,"16156",74
2018-07-16,software+engineer,"24438",12
2018-07-16,software+engineer,"68940",15
2018-07-16,software+engineer,"30332",5291
2018-07-16,software+engineer,"66543",1
2018-07-16,software+engineer,"88113",2
2018-07-16,software+engineer,"64149",1271
2018-07-16,software+engineer,"55769",4
2018-07-16,software+engineer,"37891",11
2018-07-16,software+engineer,"66544",2
2018-07-16,software+engineer,"17355",331
2018-07-16,software+engineer,"31796",21
2018-07-16,software+engineer,"65347",2
2018-07-16,software+engineer,"30599",62
2018-07-16,software+engineer,"57065",83
2018-07-16,software+engineer,"71483",3
2018-07-16,software+engineer,"16157",204
2018-07-16,software+engineer,"24439",4
2018-07-16,software+engineer,"72680",3
2018-07-16,software+engineer,"30333",5344
2018-07-16,software+engineer,"56701",3
2018-07-16,software+engineer,"36693",96
2018-07-16,software+engineer,"88114",5
2018-07-16,software+engineer,"97859",3
2018-07-16,software+engineer,"49868",1
2018-07-16,software+engineer,"23238",892
2018-07-16,software+engineer,"58266",1
2018-07-16,software+engineer,"72685",9
2018-07-16,software+engineer,"25635",11
2018-07-16,software+engineer,"75181",3869
2018-07-16,software+engineer,"26833",2
2018-07-16,software+engineer,"31537",2
2018-07-16,software+engineer,"62846",2
2018-07-16,software+engineer,"22039",16488
2018-07-16,software+engineer,"34291",81
2018-07-16,software+engineer,"59465",9
2018-07-16,software+engineer,"71486",4
2018-07-16,software+engineer,"57068",98
2018-07-16,software+engineer,"71220",18
2018-07-16,software+engineer,"66541",4
2018-07-16,software+engineer,"33093",1073
2018-07-16,software+engineer,"64144",1306
2018-07-16,software+engineer,"30338",5346
2018-07-16,software+engineer,"32735",66
2018-07-16,software+engineer,"72686",9
2018-07-16,software+engineer,"35490",109
2018-07-16,software+engineer,"67740",2
2018-07-16,software+engineer,"75180",4445
2018-07-16,software+engineer,"97857",2
2018-07-16,software+engineer,"22038",16833
2018-07-16,software+engineer,"71485",16
2018-07-16,software+engineer,"34292",87
2018-07-16,software+engineer,"24437",60
2018-07-16,software+engineer,"57067",6
2018-07-16,software+engineer,"25634",13
2018-07-16,software+engineer,"66542",66
2018-07-16,software+engineer,"40170",8
2018-07-16,software+engineer,"81082",1
2018-07-16,software+engineer,"30339",5277
2018-07-16,software+engineer,"64146",1283
2018-07-16,software+engineer,"17358",392
2018-07-16,software+engineer,"35491",1
2018-07-16,software+engineer,"58002",7
2018-07-16,software+engineer,"72683",9
2018-07-16,software+engineer,"65344",13
2018-07-16,software+engineer,"28391",151
2018-07-16,software+engineer,"31535",1
2018-07-16,software+engineer,"62848",4
2018-07-16,software+engineer,"95459",4
2018-07-16,software+engineer,"28390",168
2018-07-16,software+engineer,"71222",6
2018-07-16,software+engineer,"34293",84
2018-07-16,software+engineer,"59463",3
2018-07-16,software+engineer,"81081",1
2018-07-16,software+engineer,"32733",1411
2018-07-16,software+engineer,"23236",933
2018-07-16,software+engineer,"30336",4277
2018-07-16,software+engineer,"29590",3
2018-07-16,software+engineer,"40171",8
2018-07-16,software+engineer,"88118",2
2018-07-16,software+engineer,"23237",932
2018-07-16,software+engineer,"58267",1
2018-07-16,software+engineer,"58001",3
2018-07-16,software+engineer,"31534",1
2018-07-16,software+engineer,"24435",26
2018-07-16,software+engineer,"28392",50
2018-07-16,software+engineer,"57069",15
2018-07-16,software+engineer,"89316",1
2018-07-16,software+engineer,"71221",15
2018-07-16,software+engineer,"62849",6
2018-07-16,software+engineer,"25632",11
2018-07-16,software+engineer,"66540",1
2018-07-16,software+engineer,"32732",1091
2018-07-16,software+engineer,"64145",1283
2018-07-16,software+engineer,"30337",4029
2018-07-16,software+engineer,"83226",2
2018-07-16,software+engineer,"33938",8
2018-07-16,software+engineer,"13641",9
2018-07-16,software+engineer,"63195",2222
2018-07-16,software+engineer,"43780",2
2018-07-16,software+engineer,"85623",26
2018-07-16,software+engineer,"91771",6389
2018-07-16,software+engineer,"35235",358
2018-07-16,software+engineer,"57048",21
2018-07-16,software+engineer,"87187",457
2018-07-16,software+engineer,"32739",360
2018-07-16,software+engineer,"12443",48
2018-07-16,software+engineer,"14840",85
2018-07-16,software+engineer,"60433",839
2018-07-16,software+engineer,"60699",6279
2018-07-16,software+engineer,"62830",4
2018-07-16,software+engineer,"11243",12712
2018-07-16,software+engineer,"91770",6389
2018-07-16,software+engineer,"13642",9
2018-07-16,software+engineer,"65591",9
2018-07-16,software+engineer,"85622",52
2018-07-16,software+engineer,"35236",369
2018-07-16,software+engineer,"61633",118
2018-07-16,software+engineer,"29329",136
2018-07-16,software+engineer,"57047",22
2018-07-16,software+engineer,"54308",135
2018-07-16,software+engineer,"59446",9
2018-07-16,software+engineer,"32738",354
2018-07-16,software+engineer,"88120",11
2018-07-16,software+engineer,"12444",5
2018-07-16,software+engineer,"60432",922
2018-07-16,software+engineer,"10045",13077
2018-07-16,software+engineer,"62831",2
2018-07-16,software+engineer,"31539",2
2018-07-16,software+engineer,"53109",460
2018-07-16,software+engineer,"13643",12
2018-07-16,software+engineer,"43782",6
2018-07-16,software+engineer,"41385",19
2018-07-16,software+engineer,"39194",40
2018-07-16,software+engineer,"79719",3
2018-07-16,software+engineer,"91773",3281
2018-07-16,software+engineer,"35237",363
2018-07-16,software+engineer,"61634",117
2018-07-16,software+engineer,"63197",2118
2018-07-16,software+engineer,"83228",2
2018-07-16,software+engineer,"11242",12751
2018-07-16,software+engineer,"85625",4
2018-07-16,software+engineer,"54307",195
2018-07-16,software+engineer,"87185",459
2018-07-16,software+engineer,"76119",2329
2018-07-16,software+engineer,"59443",6
2018-07-16,software+engineer,"14842",30
2018-07-16,software+engineer,"64130",1281
2018-07-16,software+engineer,"60431",760
2018-07-16,software+engineer,"36436",1
2018-07-16,software+engineer,"60697",6008
2018-07-16,software+engineer,"62832",16
2018-07-16,software+engineer,"10044",13044
2018-07-16,software+engineer,"80729",71
2018-07-16,software+engineer,"80727",1
2018-07-16,software+engineer,"61635",118
2018-07-16,software+engineer,"79718",5
2018-07-16,software+engineer,"53108",1066
2018-07-16,software+engineer,"12446",54
2018-07-16,software+engineer,"41386",23
2018-07-16,software+engineer,"11241",12860
2018-07-16,software+engineer,"85624",17
2018-07-16,software+engineer,"91772",6388
2018-07-16,software+engineer,"83229",2
2018-07-16,software+engineer,"35238",363
2018-07-16,software+engineer,"57049",31
2018-07-16,software+engineer,"54306",144
2018-07-16,software+engineer,"76118",4494
2018-07-16,software+engineer,"10043",13143
2018-07-16,software+engineer,"14841",73
2018-07-16,software+engineer,"60430",4971
2018-07-16,software+engineer,"32736",301
2018-07-16,software+engineer,"60696",6004
2018-07-16,software+engineer,"62833",17
2018-07-16,software+engineer,"36435",1
2018-07-16,software+engineer,"80728",2
2018-07-16,software+engineer,"80726",4
2018-07-16,software+engineer,"85627",4
2018-07-16,software+engineer,"77316",193
2018-07-16,software+engineer,"79713",6
2018-07-16,software+engineer,"07513",13147
2018-07-16,software+engineer,"41121",10
2018-07-16,software+engineer,"17340",98
2018-07-16,software+engineer,"35231",364
2018-07-16,software+engineer,"60437",16
2018-07-16,software+engineer,"54305",195
2018-07-16,software+engineer,"39191",2
2018-07-16,software+engineer,"13645",9
2018-07-16,software+engineer,"42320",22
2018-07-16,software+engineer,"16142",71
2018-07-16,software+engineer,"88123",4
2018-07-16,software+engineer,"85626",260
2018-07-16,software+engineer,"79978",96
2018-07-16,software+engineer,"79712",114
2018-07-16,software+engineer,"12448",24
2018-07-16,software+engineer,"35232",364
2018-07-16,software+engineer,"43783",37
2018-07-16,software+engineer,"39193",100
2018-07-16,software+engineer,"33935",8
2018-07-16,software+engineer,"07514",13097
2018-07-16,software+engineer,"60436",584
2018-07-16,software+engineer,"39192",1
2018-07-16,software+engineer,"54304",194
2018-07-16,software+engineer,"13646",3
2018-07-16,software+engineer,"14843",5
2018-07-16,software+engineer,"16143",71
2018-07-16,software+engineer,"36695",96
2018-07-16,software+engineer,"10041",13137
2018-07-16,software+engineer,"46280",925
2018-07-16,software+engineer,"88124",13
2018-07-16,software+engineer,"81089",1
2018-07-16,software+engineer,"50609",12
2018-07-16,software+engineer,"85629",481
2018-07-16,software+engineer,"14846",10
2018-07-16,software+engineer,"12449",48
2018-07-16,software+engineer,"53105",368
2018-07-16,software+engineer,"42322",15
2018-07-16,software+engineer,"43520",13
2018-07-16,software+engineer,"77318",131
2018-07-16,software+engineer,"35233",364
2018-07-16,software+engineer,"61630",118
2018-07-16,software+engineer,"65590",5
2018-07-16,software+engineer,"71480",1
2018-07-16,software+engineer,"33936",135
2018-07-16,software+engineer,"59447",9
2018-07-16,software+engineer,"13647",9
2018-07-16,software+engineer,"54303",148
2018-07-16,software+engineer,"43786",10
2018-07-16,software+engineer,"78516",19
2018-07-16,software+engineer,"36432",3
2018-07-16,software+engineer,"10040",13122
2018-07-16,software+engineer,"88121",10
2018-07-16,software+engineer,"16140",75
2018-07-16,software+engineer,"60435",913
2018-07-16,software+engineer,"25628",13
2018-07-16,software+engineer,"85628",19
2018-07-16,software+engineer,"80723",2
2018-07-16,software+engineer,"14845",127
2018-07-16,software+engineer,"79714",45
2018-07-16,software+engineer,"53104",476
2018-07-16,software+engineer,"35234",363
2018-07-16,software+engineer,"13648",4
2018-07-16,software+engineer,"54568",1
2018-07-16,software+engineer,"41124",1
2018-07-16,software+engineer,"39190",3
2018-07-16,software+engineer,"54302",141
2018-07-16,software+engineer,"42321",1
2018-07-16,software+engineer,"16141",285
2018-07-16,software+engineer,"88122",2
2018-07-16,software+engineer,"60434",920
2018-07-16,software+engineer,"50607",6
2018-07-16,software+engineer,"77578",2468
2018-07-16,software+engineer,"38839",1
2018-07-16,software+engineer,"98807",8
2018-07-16,software+engineer,"72419",15
2018-07-16,software+engineer,"53103",1116
2018-07-16,software+engineer,"42324",2
2018-07-16,software+engineer,"60691",5962
2018-07-16,software+engineer,"44721",214
2018-07-16,software+engineer,"97870",1
2018-07-16,software+engineer,"28123",1579
2018-07-16,software+engineer,"95473",188
2018-07-16,software+engineer,"03815",302
2018-07-16,software+engineer,"76113",2348
2018-07-16,software+engineer,"76379",5
2018-07-16,software+engineer,"43788",4
2018-07-16,software+engineer,"92711",3370
2018-07-16,software+engineer,"49880",2
2018-07-16,software+engineer,"29588",11
2018-07-16,software+engineer,"54301",187
2018-07-16,software+engineer,"46285",926
2018-07-16,software+engineer,"43522",124
2018-07-16,software+engineer,"29322",334
2018-07-16,software+engineer,"91778",6284
2018-07-16,software+engineer,"50608",6
2018-07-16,software+engineer,"53102",547
2018-07-16,software+engineer,"28124",96
2018-07-16,software+engineer,"42323",2
2018-07-16,software+engineer,"60690",6071
2018-07-16,software+engineer,"03814",3
2018-07-16,software+engineer,"07510",13131
2018-07-16,software+engineer,"76112",4341
2018-07-16,software+engineer,"54566",1
2018-07-16,software+engineer,"43787",19
2018-07-16,software+engineer,"49881",10
2018-07-16,software+engineer,"29587",12
2018-07-16,software+engineer,"21094",5838
2018-07-16,software+engineer,"43521",16
2018-07-16,software+engineer,"29321",71
2018-07-16,software+engineer,"94010",18322
2018-07-16,software+engineer,"71219",5
2018-07-16,software+engineer,"72417",13
2018-07-16,software+engineer,"42326",7
2018-07-16,software+engineer,"79711",114
